ตำบล,ประกอบกิจการ,คนงานรวม,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,หมู่,ผู้ประกอบการ,GPSlat,ซอย,ชื่อโรงงาน,ไปรษณีย์,คนงานหญิง,_id,อำเภอ,GPSlong,เงินทุนรวม
สามควายเผือก,โม่เมล็ดข้าวโพดและพืชผลทางการเกษตร,9,,เลขที่ 51,9,นครปฐม,081-8144704,5,บริษัท กิจเรืองชัยพืชผล จำกัด,,,บริษัท กิจเรืองชัยพืชผล จำกัด,73000,0,2641,เมืองนครปฐม,,21000000
ศาลายา,บดพริก,8,ศาลายา-บางภาษี,เลขที่ 34/22,7,นครปฐม,816285599,5,นายณัฐพล ลีบากนก,13.81991667,ดาวทอง 1,-,73170,1,2642,พุทธมณฑล,100.3173167,7800000
ทุ่งน้อย,บดข้าวโพด,15,ถวิลเนรมิต,เลขที่ 42/2,15,นครปฐม,,4,บริษัท ส.เกษตรภัณฑ์ ฟีด จำกัด,,,บริษัท ส.เกษตรภัณฑ์ ฟีด จำกัด,73000,0,2643,เมืองนครปฐม,,5800000
บางภาษี,ป่นหรือบด เมล็ดพืชหรือหัวพืช,9,,เลขที่ 135,6,นครปฐม,081-802-1368,4,นายรังสรรค์  จันทร์ฉาย,,,นายรังสรรค์  จันทร์ฉาย,73130,3,2644,บางเลน,,26200000
บางช้าง,ทำผลิตภัณฑ์จากถั่งเหลือง เช่น เต้าหู้แผ่น และเต้าหู้หลอด,12,-,เลขที่ 31/2,9,นครปฐม,,1,นางกานต์สินี กิตติ์พิวัฒน์,13.70888333,-,-,73110,3,2645,สามพราน,100.2071,4700000
ท่าข้าม,ผลิตเต้าหู้,55,เพชรเกษม,เลขที่ 13,20,นครปฐม,(034)/321-543,1,บริษัท อินเตอร์แอ็ดว้านซ์ฟูด จำกัด,13.71148333,-,บริษัท อินเตอร์แอ็ดว้านซ์ฟูด จำกัด,73110,35,2646,สามพราน,100.2331167,14000000
หอมเกร็ด,"อาหารสำเร็จรูป,กึ่งสำเร็จรูป,เครื่องดื่ม เช่น แฮม ลูกชิ้น ชาผสมนม น้ำเต้าหู้",105,พุทธมณฑลสาย 7,เลขที่ 22,25,นครปฐม,034-326868-9,6,บริษัท ไทอี้อาหารเพื่อสุขภาพ จำกัด,13.76651667,    -,บริษัท ไท่อี้อาหารเพื่อสุขภาพ จำกัด,73110,80,2647,สามพราน,100.2265667,16000000
ศรีษะทอง,ผลิตอาหารสำเร็จรูปจากเมล็ดพืชหรือหัวพืช เช่น เต้าหู้หลอด เต้าหู้เหลือง,46,,เลขที่ 40/5,18,นครปฐม,,1,บริษัท โซย่าฟู้ด จำกัด,13.81346667,,บริษัท โซย่าฟู้ด จำกัด,73120,28,2648,นครชัยศรี,100.1588833,0
สัมปทวน,ผลิตเต้าหู้,32,นครชัยศรี-ห้วยพลู,เลขที่ 96,28,นครปฐม,,4,ห้างหุ้นส่วนจำกัด เจริญใหม่ฟองเต้าหู้,13.83288333,,ห้างหุ้นส่วนจำกัด เจริญใหม่ฟองเต้าหู้,73120,4,2649,นครชัยศรี,100.18475,9450000
ศรีษะทอง,ทำผลิตภัณฑ์จากถั่วเหลือง เช่นตู้หู้ก้อน เต้าหู้ทอด ฟองน้ำ,8,,เลขที่ 43/3,6,นครปฐม,,4,นางสาวนวพร ลี้สำราญ,13.81263333,วัดเสถียรรัตนาราม,,73120,2,2650,นครชัยศรี,100.1403,8500000
ทรงคนอง,ผลิตข้าวนึ่งบรรจุกระป๋อง,40,ไร่ขิง-ทรงคนอง,เลขที่ 5/5,20,นครปฐม,,2,บริษัท ทิพย์อุบล อินเตอร์เนชั่นแนล จำกัด,13.78227607,,บริษัท ทิพย์อุบล อินเตอร์เนชั่นแนล จำกัด,73210,20,2651,สามพราน,100.2628233,37000000
ท่าตลาด,ผลิตอาหารและขนม สำเร็จรูปจากข้าว,30,เพชรเกษม,เลขที่ 32/1,20,นครปฐม,081-8018945,3,บริษัท สยามออร์แกนิกฟู้ดโปรดักส์ จำกัด,13.74381179,,บริษัท ตงอินเตอร์ เนชั่นแนล แพ็คเก็จจิ้ง จำกัด,73110,10,2652,สามพราน,100.2340277,15000000
โพรงมะเดื่อ,ผสมแป้ง บดโม่ธัญพืช เพื่อใช้เป็นวัตถุดิบในการทำอาหารสัตว์,9,,เลขที่ -,5,นครปฐม,,,บริษัท เอ็นบีเค เอ็นเตอร์ไพรส์ จำกัด,,,บริษัท เอ็นบีเค เอ็นเตอร์ไพรส์ จำกัด,73000,4,2653,เมืองนครปฐม,,11000000
หนองดินแดง,ประกอบกิจการเกี่ยวกับการป่นหรือบด ผสมเมล็ดพืชและธัญญพืชต่าง ๆ ,69,,เลขที่ 382/5,32,นครปฐม,088-4908866,2,บริษัท ถั่วทอง 2020 จำกัด,,,บริษัท ถั่วทอง 2020 จำกัด,73000,37,2654,เมืองนครปฐม,,5000000
ยายชา,โรงงานจัดหาน้ำ ทำน้ำให้บริสุทธิ์ หรือจำหน่ายน้ำไปยังอาคารหรือโรงงานอุตสาหกรรม,3,เพชรเกษม,เลขที่ 19,3,นครปฐม,,1,บริษัท โรงเส้นหมี่ชอเฮง จำกัด,13.72791667,เอราวัณ,บริษัท โรงเส้นหมี่ชอเฮง จำกัด,73110,0,2655,สามพราน,100.25065,12000000
ดอนข่อย,คัดบรรจุผักผลไม้ใส่ถาดพลาสติก,78,พลดำริห์,เลขที่ 65/2,8,นครปฐม,,6,บริษัท สวิฟท์ จำกัด,14.0167,บ้านดอนทอง,บริษัท สวิฟท์ จำกัด,73140,70,2656,กำแพงแสน,100.0362667,15000000
ไร่ขิง,แบ่งบรรจุแป้งมัน สาคูเม็ดและเมล็ดพืชไร่ต่าง ๆ,10,พุทธมณฑลสาย 5,เลขที่ 36,6,นครปฐม,,12,บริษัท เกรียงไกร(เกียงไต๋) ค้าแป้ง จำกัด,13.74976667,ประชาราษฎร์-กระทุ่มล้ม,บริษัท เกรียงไกร (เกียงไต๋) ค้าแป้ง จำกัด,73210,4,2657,สามพราน,100.3014333,4500000
ดอนพุทรา,แบ่งบรรจุสินค้า เช่น กากถั่วเหลือง ปลาป่น,15,ดอนตูม-นครชัยศรี,เลขที่ 111,10,นครปฐม,034-296988-9,1,บริษัท สรศักดิ์ ปลาป่น จำกัด,13.93523333,,บริษัท สรศักดิ์ ปลาป่น จำกัด,73150,5,2658,ดอนตูม,100.1177,10800000
