ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
เศรษฐกิจ,เลขที่ 49/6,วัดทองธรรมิการาม,148,19580000,2166,จ3-101-1/37สค,2166,บริษัท เกรทฟู๊ด (ดิไฮเดรชั่น) จำกัด,423190,ระบบบำบัดน้ำเสียรวม (CENTRAL WATER TREATMENT PLANT),5,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,7
เอกชัย,เลขที่ 44/5,,60,1250000,2167,จ3-101-1/40สค,2167,บริษัท ต้าหมิงเอ็นเตอร์ไพรส์ จำกัด,034-421577,บำบัดน้ำเสียรวม,2,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,4
พระราม2,เลขที่ 63/2,,23,50000000,2168,จ3-101-1/41สค,2168,บริษัท ลัคกี้แคนเนอรี่ จำกัด,,บำบัดน้ำเสียรวม,2,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,6
พระรามที่ 2,เลขที่ 57/5,,23,0,2169,จ3-105-1/52สค,2169,นางอารีย์ กำจินดา,08-1926-5896,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,12,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,1
พระรามที่ 2 (กม.43),เลขที่ 89/13,,10,3700000,2170,จ3-105-105/52สค,2170,บริษัท แอคเซนท์ แมนูแฟคเจอริ่ง จำกัด,,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้ว ซึ่งไม่เป็นอันตราย เช่น เศษพลาสติก เศษกระดาษ เศษเหล็ก เศษทองแดง เศษทองเหลืองฯลฯ,12,74000,กาหลง,เมืองสมุทรสาคร,สมุทรสาคร,2
,เลขที่ ,,90,5400000,2171,จ3-105-106/50สค,2171,สาริการพาณิชย์,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น กระดาษ พลาสติก โลหะ ไม้ และยาง,7,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,8
เพชรเกษม 91,เลขที่ 62/7,ศรทอง,33,1500000,2172,จ3-105-106/52สค,2172,บริษัท โพลีเทค รีคอฟเวอรี่ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นของเสียอันตราย เช่น แผงวงจรอิเลคทรอนิกส์ ชิ้นส่วนอิเลคทรอนิกส์ เศษโลหะ เศษพลาสติก เศษกระดาษ ไม้พาเลท,6,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,3
พระรามที่ 2,เลขที่ 46/75,,20,3700000,2173,จ3-105-11/52สค,2173,บริษัท ซินเนอร์จี เทรด จำกัด,,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วซึ่งไม่เป็นอันตราย เช่น เศษทองแดง เศษทองเหลือง เศษอลูมิเนียม เศษเหล็ก เศษพลาสติก เศษกระดาษ เศษไม้ ฯลฯ,10,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,8
,เลขที่ 54/19,,40,5700000,2174,จ3-105-110/51สค,2174,นางสาวอารีย์ พุ่มมณี,,การคัดแยกวัสดุที่ไม่ใช้แล้วซึ่งไม่เป็นอันตราย เช่น เศษพลาสติก เศษกระดาษ เศษเหล็ก เศษทองแดง เศษไม้,6,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,6
พระรามที่ 2,เลขที่ 46/75,,20,7000000,2175,จ3-105-12/52สค,2175,บริษัท แอล.ที.โททัล เมททัลส์ จำกัด,,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วซึ่งไม่เป็นอันตราย เช่น เศษทองแดง เศษทองเหลือง เศษอลูมิเนียม เสษเหล็ก เศษพลาสติก เศษกระดาษ เศษไม้ ฯลฯ,10,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,8
,เลขที่ 45/4,,53,2270000,2176,จ3-105-121/52สค,2176,ส.รุ่งเจริญ,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก กระดาษ พลาสติกฯ,14,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,9
เศรษฐกิจ 1,เลขที่ 18/23,,469,46000000,2177,จ3-105-130/50สค,2177,นายวิเชียร วิวัฒนขจรสุข,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น พลาสติก กระดาษ โลหะ ไม้ ยาง และบดย่อยพลาสติก,50,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,5
,เลขที่ 89/51,,488.24,28800000,2178,จ3-105-134/50สค,2178,บริษัท เอส.พี.พี อินเตอร์พลาสท์ จำกัด,,การคัดแยกสิ่งปฏิกูลซึ่งไมใช้แล้วซึ่งไม่เป็นอันตราย เช่น เศษพลาสติก เศษเหล็ก ทองแดง ทองเหลือง และการทำผลิตภัณฑ์พลาสติก,25,74000,กาหลง,เมืองสมุทรสาคร,สมุทรสาคร,2
,เลขที่ 44/2,,27,3600000,2179,จ3-105-14/52สค,2179,นางสาวอารมย์ สำเภาเงิน,,ซื้อและคัดแยกวัสดุเหลือใช้จากโรงงานที่ไม่เป็นอันตราย,9,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,7
พระรามที่ 2,เลขที่ 63/10,,60.5,10500000,2180,จ3-105-15/52สค,2180,นายสิริชัย เลิศอมรสกุลชัย,08-1815-4627,คัดแยกวัสดุเหลือใช้จากโรงงานที่ไม่เป็นอันตราย,10,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,3
