ไปรษณีย์,ประกอบกิจการ,TSIC,ลำดับ,เงินทุนรวม,เลขที่,อำเภอ,คนงานรวม,FID,หมู่,โทรศัพท์,คนงานชาย,ซอย,แรงม้า,GPS_lat,ถนน,ตำบล,คนงานหญิง,GPS_lng,ชื่อโรงงาน,สิ้นอายุ,factype,อนุญาต,_id,เลขทะเบียนเดิม,จังหวัด
11000,ซ่อมผลิตภัณฑ์จากโลหะโดยการกลึงเจาะไสและเชื่อม,25922,1601,1074000,เลขที่ 15/55,เมืองนนทบุรี,2,-60120231025647-,4,9034497,2,เพิ่มสุข,50.4,13.838575,บางกรวย-ไทรน้อย,บางกร่าง,0,100.454621,ศรีทองการช่าง,,2,23/03/1478,1601,อ2-64(13)-242/64นบ,นนทบุรี
11110,การกลึงเจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,25922,1602,2830000,เลขที่ 3/40,บางบัวทอง,2,-60120040625645-,3,,2,สนเพชร,55.26,13.93455281,บางกรวย-ไทรน้อย,บางบัวทอง,0,100.3946919,สนเพชรโลหะกิจ,,2,14/01/1478,1602,อ2-64(13)-243/64นบ,นนทบุรี
11000,ผลิตชิ้นส่วนอุปกรณ์รถตัดหญ้า และอุปกรณ์เครื่องกล,28219,1603,5500000,เลขที่ 20/3,เมืองนนทบุรี,6,-60120021825644-,2,8867671-2,6,,61,13.84734872,วัดโบสถ์-วัดเฉลิม,บางศรีเมือง,0,100.4735729,บริษัท พี.เอส.อาร์ วิศวจักรกล จำกัด,,2,12/01/1478,1603,อ2-66-23/64นบ,นนทบุรี
11150,ประกอบมาตรวัดพลังงานไฟฟ้ากระแสสลับ (Watt-Hour Meter),26202,1604,15000000,เลขที่ 28,ไทรน้อย,58,-60120027325649-,5,089 88227788,25,-,65.3,13.97462663,บางกรวย-ไทรน้อย,ไทรน้อย,33,100.3234518,บริษัท ไอ มิเตอร์ จำกัด,,2,12/01/1478,1604,อ2-69-14/64นบ,นนทบุรี
11120,ซ่อมแซมเครื่องถ่ายเอกสาร เครื่องรับโทรทัศน์ ตู้สาขาโทรศัพท์ เครื่องคอมพิวเตอร์ และอุปกรณ์ต่อพ่วงกับคอมพิวเตอร์ เช่น เครื่องพิมพ์,26202,1605,1515000,เลขที่ 50/3 ,ปากเกร็ด,6,-60120194025642-,9,,6,,51.46,13.92425776,ติวานนท์,บางพูด,0,100.5242332,บริษัท โตมิซาวา (ไทยแลนด์) จำกัด,,2,01/03/1478,1605,อ2-69-16/64นบ,นนทบุรี
11120,ซ่อมเครื่องไฟฟ้า เช่น เครื่องถ่ายเอกสาร เครื่องแฟกซ์ เครื่องพิมพ์สำเนา รวมถึงส่วนประกอบหรืออุปกรณ์ของผลิตภัณฑ์ดังกล่าว,26202,1606,3000000,เลขที่ 88/9,ปากเกร็ด,10,-60120202125632-,3,081-6136389,8,ศรีสมาน 4 (ซอยเข้าสวนสมเด็จฯ),50,13.93595958,ศรีสมาน,บ้านใหม่,2,100.5554422,บริษัท เซน อินเตอร์เทรค แอนด์ เซอร์วิส (ประเทศไทย) จำกัด,,2,02/10/1477,1606,อ2-69-2/63นบ,นนทบุรี
11000,ผลิตมาตรวัดไฟฟ้ากระแสสลับ,26202,1607,110000000,เลขที่ 48/124-125,บางบัวทอง,53,-60120027425647-,6,,29,,66.54,13.888345,บางกรวย-ไทรน้อย,บางรักใหญ่,24,100.441741,บริษัท เอ็นเนอร์จี แม็คซ์ จำกัด,,2,12/01/1478,1607,อ2-69-4/64นบ,นนทบุรี
11000,ผลิต ประกอบมอเตอร์ไฟฟ้าและชิ้นส่วน,27101,1608,58000000,เลขที่ 64,เมืองนนทบุรี,38,-60120462525646-,,29691224,13,,72.66,13.86325,นนทบุรี,บางกระสอ,25,100.48255,บริษัท ศิริพัฒน์ อิเล็คเทค จำกัด,,2,01/11/1478,1608,อ2-71-47/64นบ,นนทบุรี
11140,ประกอบ ผลิต ให้บริการซ่อมแซมอุปกรณ์เครื่องใช้ไฟฟ้าภายในบ้านและรถยนต์ทุกชนิด เช่น เครื่องเล่นวีดีโอซีดี เครื่องเล่นวีดีวี เครื่องรับโทรทัศน์ เครื่องขยายเสียง ลำโพง ไมโครโฟน,26402,1609,14400000,เลขที่ 22/1,บางใหญ่,35,-60120193825646-,6,,20,,54,13.87155788,ตลิ่งชัน-สุพรรณบุรี,เสาธงหิน,15,100.4074162,บริษัท โปร แม็ค เวิลด์ ไวด์ จำกัด,,2,01/03/1478,1609,อ2-72-20/64นบ,นนทบุรี
11120,ซ่อม ประกอบ เครื่องทำน้ำอุ่นและเครื่องทำน้ำร้อน,27909,1610,49000000,เลขที่ 170/2,เมืองนนทบุรี,35,-60120029725648-,,,25,,54.45,13.883673,สามัคคี,ท่าทราย,10,100.526187,บริษัท เธียรสุรัตน์ จำกัด (มหาชน),,2,12/01/1478,1610,อ2-73-21/64นบ,นนทบุรี
11130,ประกอบหลอดไฟแอลอีดี,27401,1611,69432000,เลขที่ 99/44,บางกรวย,8,-60120244225622-,4,21010202,8,-,50,,-,ศาลากลาง,0,,บริษัท เทราไบร้ท์ จำกัด,,2,24/09/1476,1611,อ2-74(1)-2/62นบ,นนทบุรี
11110,ผลิตภัณฑ์ตู้ไฟฟ้า ตู้ใส่อุปกรณ์ควบคุมไฟฟ้า รางเก็บสายไฟฟ้า,27103,1612,10000000,เลขที่ 71/25-27,บางบัวทอง,50,-60120011625681-,5,085-179-5939,30,,40,13.94799,บางกรวย-ไทรน้อย,บางบัวทอง,20,100.37654,บริษัท พี.อาร์.ไอ.ผลิตภัณฑ์ จำกัด,,2,09/01/1482,1612,อ2-74(3)-2/68นบ,นนทบุรี
11110,ต่อและซ่อมแซมเรือ,33151,1613,7300000,เลขที่ 22,บางบัวทอง,7,-60120090425672-,6,"865,090,666,029,271,000",6,-,58.42,13.893881,-,บางคูรัด,1,100.343953,บริษัท บี.เจ.สยาม เอ็นจิเนียริ่ง จำกัด,,2,-,1613,อ2-75(1)-2/67นบ,นนทบุรี
11110,ทำเบาะ และโครงหลังคารถยนต์,29309,1614,4200000,เลขที่ 196/3-4,บางบัวทอง,7,-60120029425645-,2,5717424,7,,65.92,13.9217291,บางบัวทอง-ไทรน้อย,บางบัวทอง,0,100.4200229,บางบัวทองการช่าง,,2,12/01/1478,1614,อ2-77(2)-52/64นบ,นนทบุรี
11000,ทำโครงหลังคาและเบาะรถยนต์,29309,1615,1560000,เลขที่ 142/6/1-2,เมืองนนทบุรี,4,-60120230025648-,2,5883345,4,,59.61,13.88047418,ติวานนท์,ท่าทราย,0,100.5136478,ยงกิจ,,2,23/03/1478,1615,อ2-77(2)-64/64นบ,นนทบุรี
11110,ผลิตอาหารเสริมเพื่อสุขภาพ,10302,1616,2700000,เลขที่ 48/160,บางบัวทอง,5,-60120234825647-,6,02 9204422,3,,53.4,13.887747,บางกรวย-ไทรน้อย,บางรักใหญ่,2,100.441903,บริษัท อมตะ ไลฟ์ พลัส จำกัด,,2,25/03/1478,1616,อ2-8(1)-12/64นบ,นนทบุรี
11000,ทำเครื่องประดับ เช่น แหวน สร้อยข้อมือ และของโชว์จากเรซิ่น เช่น รูปปั้น เครื่องประดับ,32111,1617,12400000,เลขที่ 194,เมืองนนทบุรี,73,-60120029825646-,1,9800994-5,47,สามัคคี 42,41.53,13.88022531,สามัคคี,ท่าทราย,26,100.5379392,บริษัท คิวบิค เจมส์ จำกัด,,2,12/01/1478,1617,อ2-84(1)-21/64นบ,นนทบุรี
11000,ทำเครื่องเรือน เช่น ตุ๊กตาผ้า,32401,1618,20000000,เลขที่ 110/28,เมืองนนทบุรี,60,-60120022225646-,8,5802500,0,ภักดีกุล (ติวานนท์ 29),44,13.87325991,ติวานนท์,บางกระสอ,60,100.515719,-,,2,12/01/1478,1618,อ2-87(1)-4/64นบ,นนทบุรี
11120,ผลิตเครื่องเขียน ฯลฯ เช่น ดินสอดำ,32902,1619,5300000,เลขที่ 49/24,ปากเกร็ด,45,-60120037325647-,9,,15,งบประมาณ,59.25,13.919909,ติวานนท์,บางพูด,30,100.532632,บริษัท สามสุข จำกัด,,2,13/01/1478,1619,อ2-87(2)-1/64นบ,นนทบุรี
11120,ทำป้ายตราเครื่องหมายป้ายติดของหรือเครื่องโฆษณาต่างๆ,25999,1620,36150000,เลขที่ 33/3,ปากเกร็ด,69,-60120021325645-,1,"57,308,045,736,089",44,ถนนเลียบคอลงประปา,74.59,13.899598,แจ้งวัฒนะ,ปากเกร็ด,25,100.552105,บริษัท ครีเอทีฟ พริ้นท์ติ้ง เอ็นเตอร์ไพรส์ จำกัด,,2,12/01/1478,1620,อ2-87(5)-3/64นบ,นนทบุรี
11000,ทำป้ายโฆษณาทุกประเภท เช่น ป้ายโฆษณาประชาสัมพันธ์วิทยุ โทรทัศน์ กิจการสื่อสารโทรคมนาคมทุกประเภท,25999,1621,1530000,เลขที่ 3/11,เมืองนนทบุรี,60,-60120229825644-,3,0-2969-3303,46,,56.4,13.8585991,เรวดี,ตลาดขวัญ,14,100.4910656,บริษัท 604 ดีไซน์ กรุ๊ป จำกัด,,2,23/03/1478,1621,อ2-87(5)-8/64นบ,นนทบุรี
11000,สีข้าวกำลังสีสูงสุดของร้านสีข้าว 16 เกวียน/วัน,10611,1622,1380000,เลขที่ 3,เมืองนนทบุรี,3,-60120040925649-,9,,3,-,75,13.84821582,-,บางกร่าง,0,100.4635392,ห้างหุ้นส่วนจำกัด โรงสีเอกชัย,,2,14/01/1478,1622,อ2-9(1)-21/64นบ,นนทบุรี
11110,บรรจุสินค้าทั่วไป,52293,1623,11900000,เลขที่ 195,บางบัวทอง,13,-60120229925642-,11,0-29259841-4,3,,66.75,13.95507,บางกรวย-ไทรน้อย,บางบัวทอง,10,100.367558,บริษัท ทีดี อินเตอร์พลายส์ จำกัด,,2,23/03/1478,1623,อ2-91(1)-20/64นบ,นนทบุรี
11000,ประกอบและซ่อมเครื่องกรองน้ำ,33190,1624,12895000,เลขที่ 167/4,เมืองนนทบุรี,56,-60120037125641-,9,02-9520840-3,33,เทพพนม 4/2,23.29,13.86419569,ติวานนท์,บางกระสอ,23,100.5249727,บริษัท เธียรสุรัตน์ จำกัด,,2,13/01/1478,1624,อ2-97-6/64นบ,นนทบุรี
