เงินทุนรวม,ประกอบกิจการ,อำเภอ,TSIC,ถนน,GPS_lat,ซอย,FID,คนงานรวม,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,อนุญาต,ตำบล,factype,คนงานชาย,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,GPS_lng,สิ้นอายุ,คนงานหญิง
12500000,ทำผลิตภัณฑ์ด้วยวิธีปั๊มหรือกระแทก กลึง เจาะ คว้าน กัด ไส เจียน และเชื่อมโลหะทั่วไป,บางบัวทอง,25910,บางบัวทอง-สุพรรณบุรี,100.43089,,-20120300725548-,15,1202,11110,นนทบุรี,5,เลขที่ 54/33,128,,06/05/1468,ละหาร,3,10,1202,จ3-64(2)-7/54นบ,-,,13.9652,5
23000000,ทำผลิตภัณฑ์ด้วยวิธีปั๊มหรือกระแทก ตัด พับ ม้วน เจาะ กลึง เจียน และเชื่อมโลหะ,ไทรน้อย,25910,,100.304539,,-20120100825605-,15,1203,10220,นนทบุรี,9,เลขที่ 3/10,477.41,,08/05/1474,คลองขวาง,3,15,1203,จ3-64(2)-8/60นบ,บริษัท วี.วี.เอ็น.เพาเดอร์ โค้ทติ้ง จำกัด,,13.99698446,0
,ผลิตตะแกรงลวด,บางบัวทอง,,บางบัวทอง-ลาดหลุมแก้ว,16/09/1450,,-20121000125369-,1000000,1204,,นนทบุรี,9,เลขที่ 14/4,70,,1686,ละหาร,,1000000,1204,จ3-64(5)-1/36นบ,บริษัท ไวร์เมช อินดัสทรี จำกัด,25/10/1451,1,4000000
9950000,ทำลวดตาข่าย ผลิตชิ้นส่วนเครื่องจักรและงานกลึง เจาะ คว้าน กัด ไส เจียร,ปากเกร็ด,25951,ติวานนท์,100.5191333,สามเอก,-20121200125458-,25,1205,11120,นนทบุรี,8,เลขที่ 52/20,162.67,0-2964-7070-78,25/01/1459,บางพูด,3,20,1205,จ3-64(5)-1/45นบ,ห้างหุ้นส่วนจำกัด ยูไนเต็ด เทรดเดอร์ (1994),,13.92316667,5
,ทำขดสปริงเหล็ก สลัก แป้นเกลียว วงแหวน หมุดย้ำ,เมืองนนทบุรี,126000000000,กรุงเทพ-นนทบุรี,07/01/1461,ศิริชัย 1,-20120600125472-,0,1206,,นนทบุรี,7,เลขที่ 22/1,0,,,บางเขน,,0,1206,จ3-64(6)-1/47นบ,บริษัท นำสินสปริง จำกัด,19/06/1463,1,0
8250000,ผลิตขดสปริงสำหรับทำที่นอน,บางบัวทอง,25952,บางบัวทอง-สุพรรณบุรี,100.41195,-,-20120100925496-,7,1207,11110,นนทบุรี,9,เลขที่ 36/4,90,,11/09/1463,ละหาร,3,5,1207,จ3-64(6)-9/49นบ,บริษัท ซัน แอคมี่ จำกัด,,13.95278333,2
,ผลิตชิ้นส่วนประกอบเตาแก๊ส,บางบัวทอง,106000000000,ตลิ่งชัน-สุพรรณบุรี,22/10/1453,,-20120700125398-,1000000,1208,,นนทบุรี,6,เลขที่ 69/2,16,,1050,บางรักพัฒนา,,2500000,1208,จ3-64(7)-1/39นบ,บริษัท พงษ์บัญชา อินดัสตรี จำกัด,14/03/1454,1,1000000
,ทำเครื่องสุขภัณฑ์ เหล็ก เครื่องทองเหลือง เช่น ก็อกน้ำ ข้อต่อทองเหลือง,บางบัวทอง,126000000000,บางกรวย-ไทรน้อย,27/07/1461,โชคมงคล,-20120600225470-,1000000,1209,,นนทบุรี,5,เลขที่ 89,25,,,บางบัวทอง,,9000000,1209,จ3-64(8)-2/47นบ,บริษัท ริช เอสเอ็มแอล กรุ๊ป จำกัด,15/02/1462,1,5000000
31000000,ทำแม่พิมพ์โลหะ รับจ้างกลึงเชื่อมเจาะไสโลหะทั่วไป,บางใหญ่,25992,-,100.4017333,-,-20120101625475-,62,1210,11140,นนทบุรี,9,เลขที่ 42/5,434.42,,19/07/1461,บางม่วง,3,20,1210,จ3-64(9)-16/47นบ,บริษัท เอส.ซี.ซีเอ็นซี.เอ็นจิเนียริ่ง จำกัด,,13.84051667,42
7000000,ผลิตกรงเลี้ยงสัตว์ และกลึง เชื่อม โลหะทั่วไป,ปากเกร็ด,25992,อบต.คลองข่อย,100.4481,,-20120600225454-,13,1211,11120,นนทบุรี,8,เลขที่ 14/3,82,,29/08/1459,คลองข่อย,3,11,1211,จ3-64(9)-2/45นบ,-,,13.96535,2
65000000,ซ่อมรถยนต์และเครื่องยนต์,เมืองนนทบุรี,28110,รัตนาธิเบศร์,100.5046333,,-20121100125368-,70,1212,11000,นนทบุรี,8,เลขที่ 4/10-11,294.47,02-5802788,26/02/1450,บางกระสอ,3,60,1212,จ3-65-1/36นบ,บริษัท เอชซีเอ็น ฮอนด้า ออโตโมบิล จำกัด,,13.86246667,10
,ผลิตอะไหล่เครื่องยนต์ เช่น ลูกสูบฯ,ไทรน้อย,,ฤชุพันธ์,30/10/1454,,-20121500125406-,36800000,1213,,นนทบุรี,3,เลขที่ 114/4,19,,0,ราษฎร์นิยม,,0,1213,จ3-65-1/40นบ,บริษัท วิรุฒโลหะการ จำกัด,21/09/1456,1,0
,ผลิต และประกอบเครื่องมืออุปกรณ์เกี่ยวกับพลังงานทดแทน เช่น กังหันลมผลิตไฟฟ้า กังหันลมสูบน้ำ เครื่องกำเนิดพลังงานทดแทนทุกประเภท,บางใหญ่,106000000000,บางใหญ่-บางคูรัด,26/08/1472,เทศบาลบางม่วง 1,-20120201025584-,1000000,1214,,นนทบุรี,11,เลขที่ 80/6,11,,1572,บางเลน,,0,1214,จ3-65-10/58นบ,บริษัท โนเบล อินดัสทรี่ จำกัด,30/09/1472,1,1000000
,ซ่อมเครื่องยนต์และชิ้นส่วนเครื่องจักร,เมืองนนทบุรี,3130000000000,ประชาราษฎร์,29/04/1477,,-20120087325637-,200000,1215,,นนทบุรี,4,เลขที่ 311 313 315 317,24,,192,สวนใหญ่,,1500000,1215,จ3-65-2/63นบ,นุสรณ์กลกาาร,14/08/1477,1,500000
3000000,ซ่อมเครื่องยนต์และรถยนต์ของรถทุกชนิด เช่น รถเครน รถแทรกเตอร์,เมืองนนทบุรี,28110,สนามบินน้ำ,100.5019667,รณสิทธิพิชัย,-20120200425363-,20,1216,11000,นนทบุรี,5,เลขที่ 55/20,180,,27/10/1450,ท่าทราย,3,20,1216,จ3-65-4/36นบ,บริษัท เสรีชัยยุทธภัณฑ์ จำกัด,,13.87358333,0
35000000,ผลิตเครื่องจักรการกสิกรรมและการเกษตรอุตสาหกรรมพร้อมชิ้นส่วนอะไหล่และกลึงเชื่อมโลหะ,ไทรน้อย,28219,บางกรวย-ไทรน้อย,100.3539667,,-20121300125457-,55,1217,11150,นนทบุรี,2,เลขที่ 59/9,256.79,02-964-7770,04/03/1459,ไทรน้อย,3,50,1217,จ3-66-1/45นบ,บริษัท พรีเมียร์ แมชชีนเนอรี่ จำกัด,,13.96408333,5
,ผลิตและประกอบรถไถนา อุปกรณ์ เครื่องมือการเกษตร,บางใหญ่,106000000000,,18/02/1460,-,-20122800125468-,3300000,1218,,นนทบุรี,11,เลขที่ 49,29,,11996,บ้านใหม่,,3050000,1218,จ3-66-1/46นบ,บริษัท รัตนอุตสาหกรรมการเกษตร จำกัด,09/04/1460,1,6900000
,ทำชิ้นส่วนและอุปกรณ์เครื่องจักรกลการเกษตรและเครื่องจักรทั่วไป รับจ้างกลึงขึ้นรูปงานโลหะ-อโลหะทั่วไป,ไทรน้อย,126000000000,,-,,-20120214325682-,2000000,1219,,นนทบุรี,2,เลขที่ 54/1,16,,5410,ขุนศรี,,4000000,1219,จ3-66-10/68นบ,บริษัท ส.รุ่งเรือง แมชชีนเนอรี่ จำกัด,01/01/1357,0,6000000
6500000,ทำเครื่องจักรการเกษตร เช่น ปั๊มน้ำ ผานไถนา,ไทรน้อย,28219,ปทุมธานี-บางเลน,100.3240667,เลียบคลองขวาง,-20120001225483-,14,1220,11150,นนทบุรี,5,เลขที่ 33,134,,15/09/1462,คลองขวาง,3,10,1220,จ3-66-12/48นบ,ห้างหุ้นส่วนจำกัด สินศักดิ์ดาการเกษตร,,14.0379,4
,ทำอุปกรณ์การเกษตร,ไทรน้อย,3120000000000,,28/02/1454,,-20120500225406-,200000,1221,,นนทบุรี,5,เลขที่ 22/3,8,,0,คลองขวาง,,0,1221,จ3-66-2/40นบ,รวมผลกลการ,30/04/1454,1,3000000
,ประกอบและซ่อมแซมเครื่องจักรสำหรับใช้ในการกสิกรรม เช่น รถเกี่ยวข้าว,ไทรน้อย,3120000000000,ไทรน้อย-ลากค้อน,25/01/1468,,-20120400325546-,3000000,1222,,นนทบุรี,8,เลขที่ 6/5,4,,2628,ไทรน้อย,,1300000,1222,จ3-66-3/54นบ,,02/03/1468,1,300000
,ผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องจักรที่ใช้ในการเกษตรกรรม,ไทรน้อย,106000000000,,20/12/1480,,-20120212525663-,3000000,1223,,นนทบุรี,7,เลขที่ 16/7,13,,10470,คลองขวาง,,0,1223,จ3-66-7/66นบ,บริษัท บาก้า แมชชีนเนอรี่ จำกัด,29/01/1481,1,5000000
,ดัดแปลงซ่อมแซมเครื่องจักรเครื่องมือที่ใช้ในงานอุตสาหกรรมเกยวกับรวมทั้งชิ้นส่วนอุปกรณ์และการกลึงเจาะคว้านกัดไสเจียนหรือเชื่อมโลหะทั่วไป,บางใหญ่,126000000000,ตลิ่งชัน-บางบัวทอง,04/05/1452,วัดพระเงิน,-20121400125381-,50000,1224,,นนทบุรี,10,เลขที่ 59/2-3,5,,1600,บางม่วง,,10000000,1224,จ3-67(1)-1/38นบ,บริษัท บี.เอ็ม.ซี.ที.เอ็นจิเนียริ่ง จำกัด,20/06/1452,1,100000
