แรงม้า,GPS_lng,ตำบล,ประกอบกิจการ,พื้นที่อาคาร,คนงานรวม,เลขทะเบียนเดิม,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,อนุญาต,ลำดับ,หมู่,พื้นที่โรงงาน,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,คนงานหญิง,_id,เริ่มดำเนินการ,FID,อำเภอ,สิ้นอายุ,GPS_lat,เงินทุนรวม
119.5,100.4137388,ลำโพ,ออกแบบ ผลิต ติดตั้ง เครื่องจักรในระบบบำบัดน้ำเสีย เครื่องจักรโรงงาน,572,11,จ3-61-3/60นบ,กาญจนาภิเษก,เลขที่ 55/62,11,นนทบุรี,0 2158 4522,2017-04-19T00:00:00,1036,5,880,,บริษัท ตฤณ วิศวกรรม จำกัด,11110,24109,0,1036,2017-06-23T00:00:00,-20120100325606-,บางบัวทอง,2022-01-01T00:00:00,13.97558221,19000000
276.75,100.3536357,บางบัวทอง,ผลิตเครื่องจักรเพื่อการบรรจุภัณฑ์,1925,36,จ3-61-4/59นบ,,เลขที่ 108,30,นนทบุรี,,2016-03-16T00:00:00,1037,7,8035,,บริษัท ลีนาแพ็ค จำกัด,11140,24109,6,1037,2016-09-21T00:00:00,-20120200425595-,บางบัวทอง,2021-01-01T00:00:00,13.98964239,80044000
103,100.4024567,คลองข่อย,ทำรถเข็นคอนกรีต และรถเข็นสินค้าจากโลหะ,224,9,จ3-61-5/55นบ,บางบัวทอง-สุพรรณบุรี,เลขที่ 31/6,9,นนทบุรี,08 4455 3000,2012-08-31T00:00:00,1038,11,800,วัดสามง่าม,ภาณุรุ่งเรือง (มังกรทอง),11120,24109,0,1038,2012-11-19T00:00:00,-20120400525558-,ปากเกร็ด,2022-01-01T00:00:00,13.98679633,3945000
87.87,100.4272543,คลองข่อย,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องจักรที่ทำด้วยเหล็กหรือเหล็กกล้าไร้สนิมสำหรับอุตสาหกรรมเคมีและอาหาร,500,8,จ3-61-6/53นบ,วงแหวนตะวันออก,เลขที่ 12/18 ,8,นนทบุรี,02-1596206-9,2010-09-12T00:00:00,1039,10,1000,,บริษัท วิสเมค จำกัด,11120,24109,0,1039,2011-03-01T00:00:00,-20120000625535-,ปากเกร็ด,2021-01-01T00:00:00,13.9737342,14000000
124.38,100.4103236,ลำโพ,ทำเครื่องใช้ภายในครัวเรือนจากโลหะ เช่น โต๊ะวางเตาแก๊ส,270,8,จ3-61-6/54นบ,กาญจนาภิเษก,เลขที่ 55/57,7,นนทบุรี,0-2587-3573-4,2011-07-13T00:00:00,1040,5,1200,,บริษัท เสริมมั่นคง 359 จำกัด,11110,24109,1,1040,2011-12-09T00:00:00,-20120200625541-,บางบัวทอง,2021-01-01T00:00:00,13.97357923,6700000
102.7,100.4343,ลำโพ,ผลิตเครื่องกรองน้ำ ถังเก็บน้ำ สแตนเลส และเหล็ก,480,10,จ3-61-7/47นบ,สาย 345,เลขที่ 29/65,10,นนทบุรี,0-2961-7451,2004-08-13T00:00:00,1041,2,900,-,ห้างหุ้นส่วนจำกัด เค.เอส.บี.เมทัล เอ็นจิเนียริ่ง,11110,24109,0,1041,2004-06-09T00:00:00,-20120000725475-,บางบัวทอง,2024-01-01T00:00:00,13.95238333,10300000
487.16,100.4427675,บางรักใหญ่,ผลิตอุปกรณ์และส่วนประกอบของเครื่องจักรสำหรับอุตสาหกรรม ชุบโลหะและปิโตรเคมี กลึง เจาะ คว้าน กัด ไส เจียร และเชื่อมโลหะทั่วไป,480,24,จ3-61-7/55นบ,บางกรวย-ไทรน้อย,เลขที่ 48/107-109,20,นนทบุรี,0 2920 4044,2012-10-09T00:00:00,1042,2,792,ดวงทอง,บริษัท โปรลอก ไทเทเนียม คอร์ปอเรชั่น จำกัด,11110,24109,4,1042,2012-09-29T00:00:00,-20120200725556-,บางบัวทอง,2022-01-01T00:00:00,13.88777389,7538841
327.6,100.42674,ลำโพ,ซ่อมเครื่องมือเครื่องใช้ที่ทำจากเหล็กหรือเหล็กกล้าและเชื่อมโลหะทั่วไป,412,11,จ3-61-9/52นบ,ทางหลวงหมายเลข 345,เลขที่ -,10,นนทบุรี,081-2073458,2009-01-10T00:00:00,1043,1,5300,-,สมพร 345,11110,24109,1,1043,2014-10-07T00:00:00,-20120000925521-,บางบัวทอง,2024-01-01T00:00:00,13.94311,3920000
185.25,100.4291492,บางรักใหญ่,ทำอุปกรณ์เครื่องเรือนจากโลหะ เช่น กลอนประตู บานพับ มือจับ ลู,4032,55,จ3-62-1/35นบ,รัตนาธิเบศร์,เลขที่ 123,15,นนทบุรี,0-2950-3411,1992-10-22T00:00:00,1044,1,9600,,ชยันต์,11110,31002,40,1044,1998-01-29T00:00:00,-20120300125350-,บางบัวทอง,2023-01-01T00:00:00,13.87626959,22500000
197.52,100.37525,บางม่วง,ผลิตและซ่อมแซมของใช้จากโลหะ เช่น เก้าอี้ โต๊ะ และอื่น ๆ,600,20,จ3-62-1/37นบ,ตลิ่งชัน-บางบัวทอง,เลขที่ 53/24,15,นนทบุรี,01-4477733-6,1994-04-11T00:00:00,1045,15,2336,วัดพระเงิน,บริษัท ต.รุ่งเรืองโลหะกิจการช่าง จำกัด,11140,31002,5,1045,1994-07-29T00:00:00,-20121200125375-,บางใหญ่,2024-01-01T00:00:00,13.81935,5000000
496.18,100.38535,ละหาร,"เฟอร์นิเจอร์เหล็กทุกชนิด เช่น โต๊ะ ,ตู้ และเซฟ",3900,45,จ3-62-1/43นบ,ตลิ่งชัน-สุพรรณ,เลขที่ 52/6,30,นนทบุรี,9256061-3,2000-12-13T00:00:00,1046,8,5896,,บริษัท ซุปเปอร์ วิคตอรี่ จำกัด,11110,31002,15,1046,2001-08-15T00:00:00,-20120800125439-,บางบัวทอง,2021-01-01T00:00:00,13.97595,60000000
94.49,100.4349667,ลำโพ,ทำเครื่องเรือนจากโลหะ ประกอบไม้และฟองน้ำ เช่น โต๊ะ และเก้าอี้,800,22,จ3-62-1/46นบ,ทางหลวงหมายเลข 345,เลขที่ 29/74,14,นนทบุรี,0-2961-7211,2003-03-31T00:00:00,1047,2,400,-,บริษัท ครีเอท เฟอร์นิเจอร์ กรุ๊ป จำกัด,11110,31002,8,1047,2003-04-18T00:00:00,-20122500125461-,บางบัวทอง,2023-01-01T00:00:00,13.953,10500000
799.86,100.29185,ขุนศรี,ผลิตเฟอร์นิเจอร์เหล็ก,5124,332,จ3-62-2/36นบ,ลาดหลุมแก้ว-บางเลน,เลขที่ 43/6,130,นนทบุรี,02-9219822-6,1993-12-15T00:00:00,1048,3,13582,,บริษัท เฟอร์นิสท์ อินดัสทรีส์ จำกัด,11150,31002,202,1048,1994-10-27T00:00:00,-20120200225367-,ไทรน้อย,2024-01-01T00:00:00,14.0274,27807650
194.86,100.3764167,พิมลราช,ผลิต ตบแต่ง ดัดแปลงหรือซ่อมแซมเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารที่ทำจากโลหะหรือเครื่องใช้ในสำนักงาน เช่น เก้าอี้หุ้มเบาผ้าหนังเทียม,952,9,จ3-62-2/38นบ,ร.พ.ช.สายบ้านกล้วย-ไทรน้อย,เลขที่ 14/8,7,นนทบุรี,02-2944430,1995-06-13T00:00:00,1049,5,1792,-,-,11110,31002,2,1049,2001-03-16T00:00:00,-20120300225382-,บางบัวทอง,2021-01-01T00:00:00,13.93186667,7756000
567.73,100.2811167,ขุนศรี,ทำเครื่องเรือนจากโลหะ เช่น โต๊ะ เก้าอี้ฯ,7504,15,จ3-62-2/44นบ,ลาดหลุมแก้ว-บางเลน,เลขที่ 15/5,15,นนทบุรี,02-9219710-5,2001-12-21T00:00:00,1050,,60800,,บริษัท สยาม เค.ซี.เมทัล อินดัสทรี จำกัด,11150,31002,0,1050,2006-01-03T00:00:00,-20120300225440-,ไทรน้อย,2021-01-01T00:00:00,14.02403333,161300000
496.44,100.3297333,ราษฎร์นิยม,ผลิตเฟอร์นิเจอร์ โต๊ะ เก้าอี้ ตู้เอกสาร,5480,45,จ3-62-2/45นบ,ตลิ่งชัน-สุพรรณบุรี,เลขที่ 1/4,33,นนทบุรี,0-2922-3988,2002-01-11T00:00:00,1051,4,12324,,บริษัท คีออส เฟอร์นิเจอร์ จำกัด,11150,31002,12,1051,2004-10-20T00:00:00,-20120500225455-,ไทรน้อย,2024-01-01T00:00:00,14.06065,28000000
187,100.3029333,ไทรใหญ่,ผลิตส่วนประกอบหรืออุปกรณ์ของเครื่องเรือนจากโลหะและพลาสติก เช่น บานพับประตู กลอนประตู ขอบคิ้วพลาสติกและสลักพลาสติก,2958,24,จ3-62-3/48นบ,บางบัวทอง-สุพรรณบุรี,เลขที่ 111/3,12,นนทบุรี,-,2005-05-24T00:00:00,1052,2,13332,-,รัตนะเจด,11150,31002,12,1052,2008-03-27T00:00:00,-20120100325481-,ไทรน้อย,2023-01-01T00:00:00,14.09626667,32000000
492.1,100.3521833,ไทรน้อย,"ผลิตเครื่องตกแต่งจากโลหะ เช่น ประติมากรรมรูปคน,สัตว์จากมองเหลืองและดีบุก",1728,51,จ3-62-4/48นบ,ไทรน้อย-ลากฆ้อน,เลขที่ 45/9-11,34,นนทบุรี,02-9238532,2005-06-27T00:00:00,1053,2,9000,-,บริษัท ไทยเมทัลคราฟเตอร์ จำกัด,11150,31002,17,1053,2005-08-29T00:00:00,-20120100425489-,ไทรน้อย,2020-01-01T00:00:00,13.9877,28500000
298,100.4069912,ละหาร,ผลิตเครื่องเรือน เครื่องตบแต่งภายในอาคารจากโลหะหรือโลหะส่วนใหญ่และส่วนประกอบดังกล่าว การกลึง เชื่อม เจาะ กัด ไส โลหะทั่วไป และทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,556,14,จ3-62-5/61นบ,,เลขที่ 18/35,9,นนทบุรี,,2018-09-17T00:00:00,1054,9,800,,บริษัท สยามชัยกิจเจริญ สตีล จำกัด,11110,31002,5,1054,2022-03-25T00:00:00,-20120300525617-,บางบัวทอง,,13.94369416,7500000
176.5,100.39389,บางคูรัด,ผลิตเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากโลหะและไม้ เช่น โต๊ะ เตียง เก้าอี้,1100,15,จ3-62-9/52นบ,บางไผ่-หนองเพรางาย,เลขที่ 68/1,9,นนทบุรี,0-2927-2626,2009-08-31T00:00:00,1055,9,1596,เลียบคลองนายหลีก,บริษัท อินเตอร์ สตีลเฟอร์นิเจอร์ จำกัด,11110,31002,6,1055,2009-10-26T00:00:00,-20120100925520-,บางบัวทอง,2024-01-01T00:00:00,13.89199,15300000
217.86,,ไทรใหญ่,ทำผลิตภัณฑ์โลหะสำหรับใช้ในการก่อสร้าง เช่น ลวดตาข่าย ลวดทับหลัง,984,24,จ3-63(1)-1/66นบ,,เลขที่ 5/2,16,นนทบุรี,21573679,2023-03-03T00:00:00,1056,9,3200,,บริษัท ยูเอ็น สตีล กรุ๊ป จำกัด,11150,25111,8,1056,2024-02-01T00:00:00,-20120036725663-,ไทรน้อย,2028-01-01T00:00:00,,21000000
593.35,100.4552833,บางรักพัฒนา,ทำผลิตภัณฑ์โลหะสำหรับใช้ในการก่อสร้าง เช่น คาน จั่ว เสา,4143,110,จ3-63(1)-2/40นบ,รัตนาธิเบศร์,เลขที่ 119/2,80,นนทบุรี,0-2920-5101-3,1997-09-17T00:00:00,1057,1,7176,โรงเรียนป่าไม้อุทิศ,บริษัท ชาญเอ็มอาร์ กรุ๊ป จำกัด,11110,25111,30,1057,2001-02-04T00:00:00,-20120300225408-,บางบัวทอง,2021-01-01T00:00:00,13.86705,66846000
285,,ราษฎร์นิยม,ผลิตราวเหล็กป้องกันภัย (GUARD RAIL),498,20,จ3-63(1)-4/65นบ,,เลขที่ 92/8,20,นนทบุรี,810124282,2022-10-28T00:00:00,1058,6,1264,,บริษัท เอิร์ท ซี จำกัด,11150,25111,0,1058,,-20120188525655-,ไทรน้อย,,,12500000
