ถนน,เลขที่,ซอย,ประเภท,เงินทุน,แรงม้า,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
,เลขที่ -,,105,"525,000",20.5,1669,4,จ3-105-204/50รย,1669,บริษัท สถานีรีไซเคิลวงษ์พาณิชย์ศรีราชา จำกัด,คัดแยกสิ่งปฏิกูล หรือวัสดุที่ใช้แล้ว ที่ไม่เป็นอันตราย,,21120,หนองบัว,บ้านค่าย,ระยอง,3
,เลขที่ โฉนดที่ดินเลขที่ 61330,,105,"2,800,000",87,1670,10,3-105-30/54รย,1670,ห้างหุ้นส่วนจำกัด รุ่งอรุณการค้าและบริการ,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก,,21120,ชากบก,บ้านค่าย,ระยอง,4
,เลขที่ โฉนดที่ดินเลขที่ 16944,,105,"21,200,000",72.5,1671,5,3-105-25/59รย,1671,ห้างหุ้นส่วนจำกัด โชคบูรพา รีเทค,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,21140,ปลวกแดง,ปลวกแดง,ระยอง,4
ทางหลวงสาย 3191,เลขที่ 41/3,,105,"260,000",24,1672,5,จ3-105-12/51รย,1672,ปลวกแดงค้าของเก่า,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,21140,ปลวกแดง,ปลวกแดง,ระยอง,4
-,เลขที่ 190/3,-,105,"2,050,000",16,1673,4,จ3-105-102/51รย,1673,ห้างหุ้นส่วนจำกัด อินต๊ะคำรีไซเคิ้ล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ทำลังไม้พาเลท,,21140,ปลวกแดง,ปลวกแดง,ระยอง,4
,เลขที่ 83/1,,105,"1,000,000",55,1674,13,3-105-30/59รย,1674,บริษัท อริสา รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,09 8291 8132,21140,ตาสิทธิ์,ปลวกแดง,ระยอง,1
-,เลขที่ 182,-,105,"12,300,000",34,1675,5,3-105-45/47รย,1675,บริษัท ส.เรืองแสงรีไซเคิล จำกัด,คัดแยกของเสียหรือวัสดุที่ไม่ใช้แล้วที่ไม่อันตรายของหมวดที่ 1 ภาคผนวกที่ 1 ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) นำไปใช้ประโยชน์ใหม่ทางด้านอุตสาหกรรมและการเกษตรและน้ำสี น้ำมันเครื่อง ฯลฯ กลับมาใช้ประโยชน์ใหม่,02-3871397,21140,ตาสิทธิ์,ปลวกแดง,ระยอง,1
-,เลขที่ 899,-,105,"16,500,000",49,1676,13,3-105-57/54รย,1676,บริษัท กาญจนรัตน์ เทรดดิ้ง จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,21140,ตาสิทธิ์,ปลวกแดง,ระยอง,1
,เลขที่ 6/8,,105,"16,000,000",192,1677,7,จ3-105-23/50รย,1677,บริษัท ไท พลาส รีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่อันตราย บอย่อยและทำเม็ดพลาสติกเกรดบี,081-9114408,21140,ตาสิทธิ์,ปลวกแดง,ระยอง,1
,เลขที่ 216,,105,"5,000,000",97,1678,8,3-105-3/61รย,1678,ทรัพย์ 105 ธุรกิจ,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,21140,ละหาร,ปลวกแดง,ระยอง,1
,เลขที่ 8/1,,105,"20,600,000",81,1679,15,3-105-40/60รย,1679,ห้างหุ้นส่วนจำกัด ปากแพรก รวมเศษ,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,21140,ละหาร,ปลวกแดง,ระยอง,1
,เลขที่ โฉนดที่ดินเลขที่ 9,,105,"10,700,000",80,1680,7,3-105-61/59รย,1680,บริษัท ภูสินธารา จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,21140,แม่น้ำคู้,ปลวกแดง,ระยอง,6
ทางหลวงหมายเลข 3191,เลขที่ 63,-,105,"3,500,000",90,1681,4,3-105-149/48รย,1681,ห้างหุ้นส่วนจำกัด นพพร โพลิเมอร์ แอนด์ คอนตรัคชั่น,คัดแยกสิ่งปฏิกูลเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ1 ภาคผนวกที่ 1 ตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษเหล็ก บดย่อยพลาสติก และทำเม็ดพลาสติกเกรดบี,06-1643640,21140,แม่น้ำคู้,ปลวกแดง,ระยอง,5
-,เลขที่ 99/9,3,105,"14,000,000",356.48,1682,15,3-105-170/48รย,1682,บริษัท แสงตะวัน เอสวีพี จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษเหล็ก บดย่อยพลาสติกและทำเม็ดพลาสติก,,21140,แม่น้ำคู้,ปลวกแดง,ระยอง,3
สาย 3191,เลขที่ 500,5,105,"8,000,000",23,1683,8,จ3-105-28/54รย,1683,บริษัท พิณกรีน จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,21140,แม่น้ำคู้,ปลวกแดง,ระยอง,4
ทางหลวงสาย3191,เลขที่ 568,5,105,"3,050,000",28,1684,20,จ3-105-36/53รย,1684,ห้างหุ้นส่วนจำกัด รังสี รวมพันธ์,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,,21140,แม่น้ำคู้,ปลวกแดง,ระยอง,4
,เลขที่ 165/1,,105,"835,000",19,1685,6,จ3-105-94/50รย,1685,วิธี รีไซเคิล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่อันตราย บดย่อยและทำเม็ดพลาสติกเกรดบี,,21140,แม่น้ำคู้,ปลวกแดง,ระยอง,5
-,เลขที่ 657,-,105,"8,800,000",258,1686,16,จ3-105-101/51รย,1686,บริษัท ซันโพลีพลาส แอนด์ อิเล็คทรอนิค จำกัด,ดัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,,21140,แม่น้ำคู้,ปลวกแดง,ระยอง,4
