ประกอบกิจการ,คนงานหญิง,หมู่,ถนน,TSIC,เงินทุนรวม,เลขทะเบียนเดิม,โทรศัพท์,FID,factype,GPS_lng,_id,ลำดับ,แรงม้า,อนุญาต,ชื่อโรงงาน,ตำบล,GPS_lat,ซอย,อำเภอ,เลขที่,คนงานชาย,สิ้นอายุ,จังหวัด,คนงานรวม,ไปรษณีย์
ทำเครื่องประดับ โดยใช้ เพชร พลอย ไข่มุก ทองคำ ทองขาว เงิน นาก,5000000,7,บางกรวย-ไทรน้อย,126000000000,,จ3-84(1)-6/55นบ,,-20120200625558-,,22/10/1469,1365,1365,32,1240,บริษัท ความสัมพันธ์ จำกัด,บางกรวย,24/09/1469,,บางกรวย,เลขที่ 55/14,14407520,1,นนทบุรี,5000000,
ผลิตเครื่องประดับอัญมณี ทั้งแท้และเทียม,180,5,บางใหญ่-บางคูลัด,32111,160000000,จ3-84(1)-8/49นบ,02-6390788,-20120000825499-,3,,1366,1366,454.19,17/05/1463,บริษัท เอ็มอีโอ จิวเวลรี่ จำกัด,บางม่วง,100.3962167,,บางใหญ่,เลขที่ 38,175,13.84576667,นนทบุรี,355,11140
ผลิตทองคำเปลว,5000000,6,,3520000000000,,จ3-84(2)-2/63นบ,,-20120093525634-,,25/12/1477,1367,1367,6,450,-,บางใหญ่,12/05/1477,แสนกาญจนา 4,บางใหญ่,"เลขที่ 41/37,41/39 ",1000000,1,นนทบุรี,500000,
โรงงานผลิตอุปกรณ์กีฬา เช่น กระดานโต้คลื่น,155,5,345,32309,46000000,จ3-86-9/51นบ,02-9647203-4,-20120000925513-,3,,1368,1368,1351.82,03/11/1465,บริษัท คอมโพสิท ครีเอชั่น จำกัด,คลองข่อย,100.45858,-,ปากเกร็ด,เลขที่ 11/4,167,13.954979,นนทบุรี,322,11120
ตัดเย็บตุ๊กตาจากผ้าต่างๆและผลิตตุ๊กตาทุกชนิด,500000,,,126000000000,,จ3-87(1)-1/36นบ,,-20121400125365-,,31/05/1450,1369,1369,75,5191,บริษัท ซู ไทย ซิง จำกัด,บางเขน,30/03/1450,กรุงเทพนนท์ 12 แยก 28,เมืองนนทบุรี,"เลขที่ 16,16/1,18",0,1,นนทบุรี,2000000,
ผลิตดินน้ำมัน,500000,3,บางกรวย-ไทรน้อย,106000000000,,จ3-87(1)-2/36นบ,,-20120500225364-,,23/09/1450,1370,1370,10,2060,บริษัท สวีท เจ.อินดัสทรี่ จำกัด,บางกร่าง,16/08/1450,,เมืองนนทบุรี,เลขที่ 39,3000000,1,นนทบุรี,200000,
ผลิตอุปกรณ์ของเด็กเล่นที่ทำจากไม้จากยางพาราทุกชนิด,2000000,3,นนทบุรี1,126000000000,,จ3-87(1)-2/38นบ,,-20120700225388-,,02/06/1455,1371,1371,8,2600,บริษัท เมจิก กรีน ฟอเรสต์(ประเทศไทย) จำกัด,บางกระสอ,13/10/1452,,เมืองนนทบุรี,เลขที่ 72/4,0,1,นนทบุรี,1000000,
ผลิตเครื่องเล่น เครื่องมือ เครื่องใช้ เช่น ดินน้ำมัน ดินปั้นงานประดิษฐ์,10000000,1,,106000000000,,จ3-87(1)-4/57นบ,,-20120300425578-,,15/10/1471,1372,1372,30,80000,บริษัท สยาม ควอลิตี้ อินดัสทรี้ส จำกัด,ราษฎร์นิยม,16/09/1471,,ไทรน้อย,เลขที่ 49,4000000,1,นนทบุรี,20000000,
ผลิตอุปกรณ์เครื่องเขียน เช่น ยางลบ,2800000,4,บางกรวย-ไทรน้อย,106000000000,,จ3-87(2)-2/49นบ,,-20120100225491-,,21/07/1463,1373,1373,5,0,บริษัท เอส.ซี.ซี.อุตสาหกรรม จำกัด,บางสีทอง,30/03/1463,บางกรวย-ไทรน้อย 36,บางกรวย,เลขที่ 99/3,1600000,1,นนทบุรี,3500000,
รับจ้างผลิตแผ่นป้ายโฆษณา,983000,6,แจ้งวัฒนะ,106000000000,,จ3-87(5)-1/35นบ,,-20120500125358-,,19/06/1449,1374,1374,110,9600,บริษัท ดับบลิว.โอ.เอ.แอ๊ดเวอร์ไท้ซิ่ง จำกัด,ปากเกร็ด,23/01/1452,แจ้งวัฒนะ45,ปากเกร็ด,เลขที่ 40/1,1000000,1,นนทบุรี,1000000,
สีผัดหรือขัดข้าวเก็บรักษาแยกขนาดคัดคุณภาพข้าวหรือเมล็ดพืช หรือผลิตผลจากพืช และแบ่งบรรจุ,40,4,บางกรวย-ไทรน้อย,10611,582000000,จ3-9(1)-1/38นบ,29259988,-20120100125386-,3,,1375,1375,1033.7,02/02/1452,บริษัท โรงสีเอกไรซ์ จำกัด,บางบัวทอง,100.39065,โรงสีเอกไรซ์,บางบัวทอง,เลขที่ 78,38,13.94271667,นนทบุรี,78,11110
สี ฝัด หรือขัดข้าว และอบข้าวเปลือก (กำลังสีสูงสุดของร้านสีข้าว 280 เกวียน/วัน),0,6,-,10611,2000000,จ3-9(1)-1/41นบ,5991655-6,-20120100125410-,3,,1376,1376,2933.2,19/11/1455,บริษัท โรงสีไฟแสงไพฑูรย์(2000ป จำกัด,คลองขวาง,100.3400833,-,ไทรน้อย,เลขที่ 35,0,14.02185,นนทบุรี,0,11150
อบข้าวสาร คัด และปรับปรุงคุณภาพข้าวสาร,35855000,2,ปทุมธานี-บางเลน,126000000000,,จ3-9(1)-1/46นบ,,-20120100125469-,,05/04/1461,1377,1377,7,11200,บริษัท อุดมสุข ไรซ์ จำกัด,ขุนศรี,08/08/1460,,ไทรน้อย,เลขที่ 10/5,713000,1,นนทบุรี,40000000,
ปรับปรุงคุณภาพข้าวเพื่อการส่งออกและจำหน่ายภายในประเทศ,21000000,2,ปทุมธานี-บางเลน,106000000000,,จ3-9(1)-21/52นบ,,-20120002125526-,,17/08/1466,1378,1378,30,23984,โรงงานปรับคุณภาพข้าว บริษัท รอยัลริชชี่ไรช์ จำกัด (สาขา 1),ขุนศรี,22/04/1466,-,ไทรน้อย,เลขที่ 55/5,24883400,1,นนทบุรี,10000000,
ฝัดและอบข้าวเปลือก,6000000,3,,3120000000000,,จ3-9(1)-27/63นบ,,-20120173525637-,,02/11/1477,1379,1379,6,5168,เพิ่มพูนทวีทรัพย์,หนองเพรางาย,10/09/1477,,ไทรน้อย,เลขที่ 55/1,3000000,1,นนทบุรี,5000000,
ปรับปรุงคุณภาพข้าวสาร,10,6,นครอินทร์,10611,115000000,จ3-9(1)-88/47นบ,02-4494545,-20120008825475-,3,,1380,1380,225.5,30/09/1461,บริษัท อุดมข้าวสยาม จำกัด,บางขุนกอง,100.4285,-,บางกรวย,เลขที่ 38/1,23,13.82223333,นนทบุรี,33,11130
"คั่วและบดถั่วพริกและพริกไทย,ทำถุงพลาสติกและแบ่งบรรจุสินค้าเครื่องปรุงหรือเครื่องประกอบอาหารต่างๆ",20500000,3,ตลิ่งชัน-สุพรรณบุรี,126000000000,,จ3-9(3)-1/38นบ,,-20120200125385-,,15/01/1453,1381,1381,12,7216,บริษัท ไร่ธัญญะ จำกัด,บางใหญ่,21/07/1452,กันตนา,บางใหญ่,เลขที่ 62/1,5000000,1,นนทบุรี,2100000,
"คั่วและบดถั่ว,พริกและพริกไทย,ร่อน,คัดแยกและบรรจุเมล็ดธัญพืช",4,3,บางใหญ่-บางคูลัด,10615,19000000,จ3-9(3)-1/44นบ,-,-20120000125445-,3,,1382,1382,205,05/09/1458,บริษัท ไร่ธัญญะ จำกัด,บางใหญ่,100.3764333,-,บางใหญ่,เลขที่ 62/3,5,13.84253333,นนทบุรี,9,11140
ป่น อบ ทอด คั่วและแบ่งบรรจุเมล็ดพืช ธัญพืช เครื่องเทศและเครื่องปรุงรส เช่น ถั่วชนิดต่าง ๆ งา เม็ดแมงลัก โป้ยกั๊ก อบเชย พริก พริกไทย เม็ดผักชี พริกป่นและน้ำตาล,10,4,แก้วอินทร์,10615,70000000,จ3-9(3)-1/57นบ,,-20120000125577-,3,,1383,1383,495.02,15/01/1471,บริษัท อุตสาหกรรมอาหารไทย (1964) จำกัด,บางแม่นาง,100.3847258,,บางใหญ่,เลขที่ 53/5,13,13.87185956,นนทบุรี,23,11140
"ป่นหรือบดเมล็ดพืช/หัวพืช,บรรจุพริก,บรรจุน้ำตาลทราย",0,3,บางใหญ่-บางคูรัด,10615,25000000,จ3-9(3)-1/60นบ,0 2927 7606,-20120000125601-,3,,1384,1384,117.4,17/03/1474,บริษัท ไร่ธัญญะ จำกัด,บางใหญ่,100.375361,,บางใหญ่,เลขที่ 62/8,3,13.842669,นนทบุรี,3,11140
ผลิตเต้าหู้ยี้แดง และผลิตภัณฑ์ถั่วเหลืองแปรรูป,600000,3,,126000000000,,จ3-9(4)-1/64นบ,,-20120282925645-,,05/01/1479,1385,1385,3,632,บริษัท แสงเจริญชัยพัฒนาฟู้ดส์ จำกัด,คลองขวาง,27/04/1478,,ไทรน้อย,เลขที่ 20/4,360000,1,นนทบุรี,400000,
"ทำผงวัตถุดิบผสม ใช้ในอุตสาหกรรมอาหาร เช่น แป้งผสมทำก๋วยเตี๋ยว, แป้งผสมทำลูกชิ้น, ผงปรุงรสต่างๆ ผงแพรก และผงฟอสเฟตผสมใช้ในอุตสาหกรรมเนื้อสัตว์ เป็นต้น",2,1,,10616,4336700,จ3-9(5)-1/67นบ,,-20120117625675-,3,,1386,1386,107.19,10/07/1481,บริษัท อินกรีโนว่า จำกัด,ราษฎร์นิยม,,,ไทรน้อย,เลขที่ 88/8,5,,นนทบุรี,7,11150
การบรรจุสินค้าทั่วไป,10000000,9,บางบัวทอง-สุพรรณบุรี,105000000000,,จ3-91(1)-1/51นบ,,-20120300125517-,,19/05/1465,1387,1387,40,5928,บริษัท ฮงฮวด จำกัด,ละหาร,02/01/1465,-,บางบัวทอง,เลขที่ 333/24-27,26400000,1,นนทบุรี,0,
"แบ่งบรรจุแป้งสำหรับประกอบอาหาร (แป้งมันสำปะหลัง,แป้งข้าวโพด)",3000000,8,,106000000000,,จ3-91(1)-14/61นบ,,-20120001425612-,,06/05/1478,1388,1388,6,6142,บริษัท จันทิพย์ มาร์เก็ตติ้ง จำกัด,หนองเพรางาย,27/09/1475,,ไทรน้อย,เลขที่ 39/12,3000000,1,นนทบุรี,1000000,
